text,label
Report: An educational fair will be held downtown this weekend. - witness report,0
"FYI: Temperatures are expected to drop over the weekend., say sources",0
Breaking: Volunteers helped clean up the beach on Saturday.,0
Breaking: Let’s silence the lies with our unity.,1
The media is run by traitors hiding the truth....,1
The art exhibit opened to positive reviews from critics.,0
Update: History will remember this moment as our victory....,1
Update: A new species of fish has been discovered in the Pacific.,0
Report: They’ll destroy everything unless we stop them....,1
Update: The library introduced a new digital lending system....,0
Report: A software update is now available for all users.,0
Report: Stand up for your country or watch it fall....,1
Update: A rare astronomical event will be visible tonight. (details inside),0
Report: Everyone knows the real agenda behind this move....,1
"Update: The media is run by traitors hiding the truth., say sources",1
Those who speak against us are enemies of progress.,1
Alert: This is our last chance to defend our values. - witness report,1
"Breaking: Researchers published findings on the new vaccine trial., say sources",0
FYI: Sales increased by 5% compared to last quarter..,0
Alert: The media is run by traitors hiding the truth. (full story),1
Update: City council approved a new zoning regulation. - report says,0
Breaking: Volunteers helped clean up the beach on Saturday. – unconfirmed,0
"Breaking: Sales increased by 5% compared to last quarter., say sources",0
FYI: A rare astronomical event will be visible tonight....,0
Alert: City council approved a new zoning regulation. - experts claim,0
Report: Everyone knows the real agenda behind this move. (full story),1
Report: A new species of fish has been discovered in the Pacific. - experts claim,0
Breaking: The library introduced a new digital lending system....,0
Update: Their lies have gone unchallenged for too long. (details inside),1
FYI: The latest smartphone model features improved battery life. - witness report,0
Alert: A software update is now available for all users. - witness report,0
Breaking: Volunteers helped clean up the beach on Saturday. (details inside),0
"Report: We are the majority, and we must act now.!",1
Report: City council approved a new zoning regulation. - experts claim,0
FYI: The latest smartphone model features improved battery life. - report says,0
He is the savior our nation has been waiting for.,1
Update: A local bakery was awarded for its traditional recipes..,0
Update: History will remember this moment as our victory. - experts claim,1
Update: The art exhibit opened to positive reviews from critics..,0
Breaking: Everyone knows the real agenda behind this move. - report says,1
Report: Volunteers helped clean up the beach on Saturday....,0
Update: Their lies have gone unchallenged for too long. – unconfirmed,1
A rare astronomical event will be visible tonight.,0
Breaking: City council approved a new zoning regulation. - report says,0
Report: Their lies have gone unchallenged for too long.,1
Update: An educational fair will be held downtown this weekend....,0
Report: Researchers published findings on the new vaccine trial.,0
"FYI: Everyone knows the real agenda behind this move., say sources",1
Alert: Researchers published findings on the new vaccine trial. - experts claim,0
Everyone knows the real agenda behind this move. (details inside),1
Update: No real citizen would oppose this measure.,1
Update: City council approved a new zoning regulation. - experts claim,0
Update: The wildlife reserve reported an increase in bird species.,0
Those who speak against us are enemies of progress. – unconfirmed,1
Breaking: True strength lies in unity under one vision. - witness report,1
FYI: Traffic was delayed due to maintenance on the highway.,0
Alert: The art exhibit opened to positive reviews from critics..,0
Breaking: Their lies have gone unchallenged for too long.!,1
Alert: Only a true patriot would support this plan..,1
Alert: Their lies have gone unchallenged for too long. (full story),1
FYI: This is our last chance to defend our values.,1
Breaking: The hiking trail reopened after seasonal closures.,0
Update: Look how they twist facts to confuse the people. - witness report,1
FYI: Temperatures are expected to drop over the weekend. - witness report,0
"Update: The art exhibit opened to positive reviews from critics., say sources",0
The concert has been postponed to next Friday. – unconfirmed,0
Alert: Only a true patriot would support this plan.,1
FYI: The latest smartphone model features improved battery life. - report says,0
Update: Sales increased by 5% compared to last quarter. - witness report,0
Breaking: The team won the championship after a close match. (details inside),0
Breaking: No real citizen would oppose this measure. - report says,1
Breaking: The library introduced a new digital lending system. - witness report,0
Alert: He is the savior our nation has been waiting for..,1
Update: They want to control your thoughts with lies. – breaking news,1
Update: Only a true patriot would support this plan. (details inside),1
"FYI: Everyone knows the real agenda behind this move., say sources",1
Alert: History will remember this moment as our victory. (full story),1
They’ll destroy everything unless we stop them. - experts claim,1
Breaking: The media is run by traitors hiding the truth. (details inside),1
FYI: The latest smartphone model features improved battery life. - report says,0
Report: Volunteers helped clean up the beach on Saturday. - report says,0
Update: A local bakery was awarded for its traditional recipes. (details inside),0
FYI: History will remember this moment as our victory.,1
"FYI: The media is run by traitors hiding the truth., say sources",1
Breaking: He is the savior our nation has been waiting for. - witness report,1
Alert: Sales increased by 5% compared to last quarter. - report says,0
Breaking: The concert has been postponed to next Friday. – unconfirmed,0
Alert: Volunteers helped clean up the beach on Saturday. – unconfirmed,0
Report: Join the resistance and reclaim our future. (full story),1
Breaking: Researchers published findings on the new vaccine trial. - report says,0
Update: True strength lies in unity under one vision....,1
Breaking: The wildlife reserve reported an increase in bird species. - report says,0
The book has topped bestseller charts for the third week. – breaking news,0
Breaking: The media is run by traitors hiding the truth. (full story),1
FYI: Don't be fooled by foreign propaganda machines. (full story),1
Report: Volunteers helped clean up the beach on Saturday.!,0
Our leader has never been wrong. Trust him. - experts claim,1
Alert: Join the resistance and reclaim our future. - report says,1
Alert: A rare astronomical event will be visible tonight. - witness report,0
Breaking: A rare astronomical event will be visible tonight. – unconfirmed,0
"Alert: We are the majority, and we must act now. – unconfirmed",1
Breaking: This is our last chance to defend our values. (full story),1
He is the savior our nation has been waiting for.,1
Report: Stand up for your country or watch it fall..,1
FYI: Volunteers helped clean up the beach on Saturday. - witness report,0
"Breaking: Join the resistance and reclaim our future., say sources",1
FYI: Stand up for your country or watch it fall. (full story),1
Breaking: Public schools will start offering free meals next term. (details inside),0
Alert: Public schools will start offering free meals next term..,0
Report: This is our last chance to defend our values. – unconfirmed,1
FYI: The library introduced a new digital lending system..,0
Breaking: They’ll destroy everything unless we stop them. – breaking news,1
"Update: A software update is now available for all users., say sources",0
FYI: A software update is now available for all users. (details inside),0
Report: A rare astronomical event will be visible tonight.!,0
Alert: A new species of fish has been discovered in the Pacific.!,0
Report: A rare astronomical event will be visible tonight....,0
FYI: City council approved a new zoning regulation. (details inside),0
The hiking trail reopened after seasonal closures. (details inside),0
Breaking: Those who speak against us are enemies of progress. - report says,1
Breaking: A rare astronomical event will be visible tonight. (details inside),0
The book has topped bestseller charts for the third week.!,0
Report: Public schools will start offering free meals next term.!,0
FYI: The book has topped bestseller charts for the third week. - report says,0
The concert has been postponed to next Friday.!,0
"FYI: If we don’t act now, our children will suffer....",1
Report: Volunteers helped clean up the beach on Saturday....,0
Alert: Those who speak against us are enemies of progress. (details inside),1
FYI: A new species of fish has been discovered in the Pacific.!,0
Report: A local bakery was awarded for its traditional recipes. (details inside),0
True strength lies in unity under one vision. - witness report,1
"Volunteers helped clean up the beach on Saturday., say sources",0
Update: A software update is now available for all users. - report says,0
Alert: Their lies have gone unchallenged for too long.,1
"Report: He is the savior our nation has been waiting for., say sources",1
Report: Join the resistance and reclaim our future.,1
Update: They want to control your thoughts with lies. – breaking news,1
A new species of fish has been discovered in the Pacific. (details inside),0
Update: An educational fair will be held downtown this weekend. - witness report,0
Report: No real citizen would oppose this measure..,1
Alert: A rare astronomical event will be visible tonight. - report says,0
Report: Researchers published findings on the new vaccine trial. (full story),0
They’ll destroy everything unless we stop them. (full story),1
"Update: If we don’t act now, our children will suffer. (full story)",1
Traffic was delayed due to maintenance on the highway..,0
"Update: Researchers published findings on the new vaccine trial., say sources",0
Update: The art exhibit opened to positive reviews from critics. – unconfirmed,0
Update: A software update is now available for all users.,0
FYI: Everyone knows the real agenda behind this move.!,1
Breaking: The art exhibit opened to positive reviews from critics. (full story),0
Report: Don't be fooled by foreign propaganda machines. - report says,1
Don't be fooled by foreign propaganda machines.!,1
Breaking: Those who speak against us are enemies of progress. (full story),1
Report: Sales increased by 5% compared to last quarter. – unconfirmed,0
FYI: The art exhibit opened to positive reviews from critics. – unconfirmed,0
Alert: They want to control your thoughts with lies..,1
"Breaking: We are the majority, and we must act now. – unconfirmed",1
Breaking: A new species of fish has been discovered in the Pacific....,0
Update: The team won the championship after a close match..,0
Breaking: The latest smartphone model features improved battery life. – unconfirmed,0
"The book has topped bestseller charts for the third week., say sources",0
Alert: Volunteers helped clean up the beach on Saturday.,0
The wildlife reserve reported an increase in bird species.!,0
Report: Volunteers helped clean up the beach on Saturday. (full story),0
A local bakery was awarded for its traditional recipes. – breaking news,0
Alert: Let’s silence the lies with our unity..,1
Only a true patriot would support this plan. - report says,1
Breaking: They want to control your thoughts with lies. – breaking news,1
Breaking: Volunteers helped clean up the beach on Saturday....,0
Alert: Volunteers helped clean up the beach on Saturday. - witness report,0
Update: The book has topped bestseller charts for the third week..,0
Breaking: The hiking trail reopened after seasonal closures. (details inside),0
They’ll destroy everything unless we stop them..,1
A rare astronomical event will be visible tonight. (details inside),0
"Update: Look how they twist facts to confuse the people., say sources",1
Stand up for your country or watch it fall.,1
Report: An educational fair will be held downtown this weekend. - experts claim,0
Alert: The team won the championship after a close match. - report says,0
Update: Their lies have gone unchallenged for too long.,1
Join the resistance and reclaim our future.,1
Report: The library introduced a new digital lending system.,0
FYI: Public schools will start offering free meals next term.,0
"Alert: If we don’t act now, our children will suffer.!",1
Alert: They want to control your thoughts with lies. (details inside),1
He is the savior our nation has been waiting for. – unconfirmed,1
Alert: An educational fair will be held downtown this weekend. (details inside),0
Update: They’ll destroy everything unless we stop them....,1
Report: Researchers published findings on the new vaccine trial. - report says,0
FYI: The library introduced a new digital lending system..,0
Alert: They’ll destroy everything unless we stop them. - experts claim,1
FYI: They’ll destroy everything unless we stop them. – breaking news,1
Update: A local bakery was awarded for its traditional recipes.!,0
Breaking: They’ll destroy everything unless we stop them. – breaking news,1
FYI: Traffic was delayed due to maintenance on the highway. - report says,0
Report: The media is run by traitors hiding the truth. – unconfirmed,1
Breaking: An educational fair will be held downtown this weekend. – breaking news,0
Breaking: History will remember this moment as our victory....,1
FYI: Stand up for your country or watch it fall. - report says,1
Our leader has never been wrong. Trust him.,1
The hiking trail reopened after seasonal closures. - report says,0
Breaking: The concert has been postponed to next Friday. – breaking news,0
Alert: An educational fair will be held downtown this weekend. – unconfirmed,0
"Breaking: If we don’t act now, our children will suffer....",1
FYI: The library introduced a new digital lending system. – unconfirmed,0
Alert: Let’s silence the lies with our unity. – unconfirmed,1
Update: A rare astronomical event will be visible tonight....,0
Report: Temperatures are expected to drop over the weekend.!,0
FYI: No real citizen would oppose this measure..,1
Everyone knows the real agenda behind this move. - report says,1
He is the savior our nation has been waiting for.!,1
Report: Only a true patriot would support this plan. – unconfirmed,1
Alert: A software update is now available for all users. - experts claim,0
Update: No real citizen would oppose this measure. (details inside),1
Only a true patriot would support this plan....,1
Report: Everyone knows the real agenda behind this move. – breaking news,1
"We are the majority, and we must act now. – breaking news",1
Public schools will start offering free meals next term....,0
"Alert: No real citizen would oppose this measure., say sources",1
Alert: True strength lies in unity under one vision. – unconfirmed,1
Breaking: The team won the championship after a close match.,0
FYI: No real citizen would oppose this measure..,1
FYI: The wildlife reserve reported an increase in bird species. - experts claim,0
"Report: A rare astronomical event will be visible tonight., say sources",0
Report: Our leader has never been wrong. Trust him. (full story),1
The book has topped bestseller charts for the third week....,0
FYI: City council approved a new zoning regulation....,0
FYI: The art exhibit opened to positive reviews from critics..,0
A new species of fish has been discovered in the Pacific. (details inside),0
FYI: Stand up for your country or watch it fall. – breaking news,1
"Breaking: Everyone knows the real agenda behind this move., say sources",1
Update: The team won the championship after a close match....,0
FYI: The media is run by traitors hiding the truth. - experts claim,1
FYI: City council approved a new zoning regulation....,0
"The book has topped bestseller charts for the third week., say sources",0
Update: They’ll destroy everything unless we stop them.!,1
A software update is now available for all users. – breaking news,0
Report: Traffic was delayed due to maintenance on the highway. – breaking news,0
Report: Let’s silence the lies with our unity.,1
Update: Look how they twist facts to confuse the people. (full story),1
Alert: Researchers published findings on the new vaccine trial. (full story),0
Alert: The art exhibit opened to positive reviews from critics. (full story),0
Report: The library introduced a new digital lending system. - witness report,0
FYI: A local bakery was awarded for its traditional recipes. (full story),0
Report: Join the resistance and reclaim our future. – breaking news,1
Report: The team won the championship after a close match. - experts claim,0
Update: The library introduced a new digital lending system.!,0
Breaking: Look how they twist facts to confuse the people. – unconfirmed,1
Report: Only a true patriot would support this plan. (details inside),1
Update: Traffic was delayed due to maintenance on the highway. – breaking news,0
Update: Let’s silence the lies with our unity. - report says,1
Breaking: Traffic was delayed due to maintenance on the highway. - report says,0
FYI: An educational fair will be held downtown this weekend..,0
FYI: A local bakery was awarded for its traditional recipes. – breaking news,0
Traffic was delayed due to maintenance on the highway.,0
Report: They want to control your thoughts with lies. – unconfirmed,1
Breaking: The art exhibit opened to positive reviews from critics. - witness report,0
Everyone knows the real agenda behind this move. – unconfirmed,1
Report: They’ll destroy everything unless we stop them..,1
Breaking: Their lies have gone unchallenged for too long. (full story),1
FYI: A software update is now available for all users. - experts claim,0
"FYI: If we don’t act now, our children will suffer. – breaking news",1
Report: True strength lies in unity under one vision. – unconfirmed,1
Breaking: Volunteers helped clean up the beach on Saturday. – breaking news,0
FYI: A software update is now available for all users. - witness report,0
Breaking: Our leader has never been wrong. Trust him. (details inside),1
Update: Traffic was delayed due to maintenance on the highway.!,0
"FYI: Their lies have gone unchallenged for too long., say sources",1
Breaking: Researchers published findings on the new vaccine trial.,0
FYI: Their lies have gone unchallenged for too long.,1
Stand up for your country or watch it fall.,1
The latest smartphone model features improved battery life. (full story),0
FYI: The book has topped bestseller charts for the third week. - witness report,0
True strength lies in unity under one vision....,1
Alert: Everyone knows the real agenda behind this move. - report says,1
FYI: The team won the championship after a close match....,0
Report: They want to control your thoughts with lies....,1
"FYI: If we don’t act now, our children will suffer.!",1
The wildlife reserve reported an increase in bird species. – unconfirmed,0
Alert: Join the resistance and reclaim our future. - witness report,1
Alert: Our leader has never been wrong. Trust him. – breaking news,1
FYI: Volunteers helped clean up the beach on Saturday..,0
Alert: The team won the championship after a close match.,0
Alert: They want to control your thoughts with lies. - witness report,1
Alert: Only a true patriot would support this plan. (details inside),1
